p_val,avg_log2FC,pct.OE,pct.Scr,p_val_adj,gene
7.74E-03,-0.1128575479,0.374,0.585,1.00E+00,Atp6ap2
7.74E-03,-0.1796949745,0.188,0.319,1.00E+00,Tbc1d19
7.75E-03,-0.253294116,0.461,0.691,1.00E+00,Ints6l
7.76E-03,-0.115294614,0.404,0.614,1.00E+00,Herc2
7.76E-03,-0.7012054482,0.041,0.097,1.00E+00,Pik3cd
7.76E-03,-0.5059131634,0.041,0.097,1.00E+00,Arxes1
7.76E-03,-0.4183590985,0.053,0.116,1.00E+00,Cbx7
7.77E-03,-0.3450097248,0.06,0.126,1.00E+00,Polr3f
7.79E-03,-0.7065729512,0.041,0.097,1.00E+00,Rpl4
7.80E-03,-0.4865423723,0.05,0.111,1.00E+00,Smad9
7.82E-03,-0.9546151138,0.018,0.058,1.00E+00,Scnm1
7.84E-03,-0.1665965929,0.356,0.546,1.00E+00,9330182L06Rik
7.85E-03,-0.1684877904,0.498,0.725,1.00E+00,Oprd1
7.85E-03,-0.1628925888,0.342,0.531,1.00E+00,Slc2a3
7.85E-03,-0.8904680068,0.018,0.058,1.00E+00,Nsmce4a
7.88E-03,-0.1424095551,0.255,0.415,1.00E+00,Clint1
7.89E-03,-0.4337952948,0.018,0.058,1.00E+00,Prim1
7.92E-03,-0.212884685,0.372,0.585,1.00E+00,Rngtt
7.93E-03,-0.2507455812,0.468,0.667,1.00E+00,Atf2
7.95E-03,-0.2748252482,0.167,0.28,1.00E+00,Snx10
7.96E-03,-0.9638132763,0.018,0.058,1.00E+00,Dbi
7.97E-03,-0.3475031483,0.094,0.179,1.00E+00,Chchd10
7.97E-03,-0.277665169,0.138,0.237,1.00E+00,Zmym5
7.98E-03,-0.1700953841,0.236,0.396,1.00E+00,Immp1l
8.00E-03,-0.179866117,0.381,0.556,1.00E+00,Arid5b
8.00E-03,-0.2622680546,0.044,0.101,1.00E+00,Psmb3
8.01E-03,-0.1777556641,0.206,0.338,1.00E+00,Shank3
8.02E-03,-0.1176742145,0.225,0.372,1.00E+00,Rhoq
8.02E-03,-0.5147470037,0.06,0.126,1.00E+00,Gm15834
8.02E-03,-0.2332374735,0.044,0.101,1.00E+00,Il15ra
8.03E-03,-1.067449066,0.018,0.058,1.00E+00,Nip7
8.04E-03,-0.1901139281,0.213,0.343,1.00E+00,Suz12
8.05E-03,-0.1640834733,0.622,0.874,1.00E+00,Nptn
8.06E-03,-0.9822889453,0.018,0.058,1.00E+00,5031434O11Rik
8.07E-03,-0.1995840623,0.307,0.483,1.00E+00,Acsl3
8.10E-03,-0.2517942081,0.511,0.725,1.00E+00,Setd5
8.13E-03,-0.2163093824,0.58,0.812,1.00E+00,Zfr
8.14E-03,-0.9563747017,0.03,0.077,1.00E+00,Exosc8
8.15E-03,-0.2023297307,0.101,0.188,1.00E+00,Chid1
8.16E-03,-0.3935635849,0.085,0.164,1.00E+00,Cnep1r1
8.17E-03,-0.1375917534,0.511,0.763,1.00E+00,Jakmip2
8.17E-03,-1.030009675,0.018,0.058,1.00E+00,Lrfn3
8.17E-03,-0.7957316273,0.018,0.058,1.00E+00,Gm16536
8.18E-03,-0.3147567294,0.078,0.155,1.00E+00,Tmem50b
8.20E-03,-0.205285965,0.08,0.159,1.00E+00,Sema4b
8.20E-03,-0.2951903504,0.069,0.14,1.00E+00,Ccnk
8.23E-03,-0.2160684814,0.647,0.821,1.00E+00,Rcan2
8.24E-03,-0.3425901517,0.112,0.203,1.00E+00,Bckdha
8.24E-03,-0.198202824,0.44,0.647,1.00E+00,Epb41
8.24E-03,-0.1446800714,0.119,0.217,1.00E+00,Mms19
8.25E-03,-1.029731747,0.018,0.058,1.00E+00,Fancg
8.25E-03,-0.5472005601,0.018,0.058,1.00E+00,Taf10
8.25E-03,-0.8258330364,0.018,0.058,1.00E+00,Lsm4
8.28E-03,-0.2690516358,0.174,0.285,1.00E+00,Lima1
8.28E-03,-0.6887265534,0.018,0.058,1.00E+00,Pdia5
8.29E-03,-0.5203443191,0.05,0.111,1.00E+00,Tmem199
8.31E-03,-0.1048517118,0.225,0.377,1.00E+00,Cfl2
8.32E-03,-0.5713795796,0.05,0.111,1.00E+00,Acly
8.32E-03,-0.3764106294,0.06,0.126,1.00E+00,Pdgfa
8.36E-03,-0.1426904277,0.491,0.734,1.00E+00,Ppp2r5c
8.37E-03,-0.282456807,0.291,0.42,1.00E+00,Chrm2
8.38E-03,-0.2676312856,0.197,0.329,1.00E+00,Smim13
8.41E-03,-0.3550584955,0.032,0.082,1.00E+00,Gm34655
8.43E-03,-0.1769675689,0.06,0.126,1.00E+00,Prkra
8.45E-03,-0.2402704425,0.101,0.188,1.00E+00,Tm2d3
8.46E-03,-0.240240499,0.209,0.343,1.00E+00,Aldoa
8.46E-03,-0.4330706024,0.083,0.159,1.00E+00,Mtpap
8.46E-03,-0.2397581173,0.326,0.498,1.00E+00,Tbc1d12
8.47E-03,-0.1687504681,0.144,0.251,1.00E+00,Pcx
8.47E-03,-0.1992270769,0.53,0.758,1.00E+00,Ahcyl2
8.50E-03,-0.2119063033,0.333,0.527,1.00E+00,Nemf
8.50E-03,-0.6815819647,0.039,0.092,1.00E+00,Mei4
8.51E-03,-0.4297303963,0.053,0.116,1.00E+00,Cln3
8.52E-03,-0.3145585642,0.099,0.184,1.00E+00,Arl5a
8.53E-03,-0.1738053638,0.119,0.217,1.00E+00,Prmt3
8.55E-03,-0.8108594511,0.03,0.077,1.00E+00,Phldb1
8.55E-03,-0.1573115287,0.144,0.251,1.00E+00,Abtb2
8.56E-03,-1.250446907,0.016,0.053,1.00E+00,Parp16
8.56E-03,-0.1183828069,0.204,0.333,1.00E+00,Sidt1
8.56E-03,-0.628004608,0.064,0.13,1.00E+00,Lrrc19
8.57E-03,-0.360024916,0.06,0.126,1.00E+00,Nup50
8.58E-03,-0.9351980573,0.03,0.077,1.00E+00,Cfp
8.58E-03,-0.4891487783,0.018,0.058,1.00E+00,Sh3bgrl
8.59E-03,-0.3050777906,0.06,0.126,1.00E+00,Ubxn1
8.60E-03,-1.273602057,0.016,0.053,1.00E+00,Nfkbib
8.61E-03,-0.7265806973,0.03,0.077,1.00E+00,1700037H04Rik
8.62E-03,-0.1342522303,0.424,0.647,1.00E+00,Tsc22d1
8.64E-03,-0.9837399218,0.016,0.053,1.00E+00,Slco4c1
8.64E-03,-1.133340775,0.016,0.053,1.00E+00,Gm48903
8.64E-03,-1.086691376,0.016,0.053,1.00E+00,Gpd1
8.65E-03,-0.3236249661,0.083,0.159,1.00E+00,Ube2q1
8.67E-03,-0.3240296234,0.085,0.164,1.00E+00,Gm15558
8.70E-03,-0.3624706836,0.076,0.15,1.00E+00,Ubr7
8.70E-03,-0.217969334,0.135,0.237,1.00E+00,Smyd4
8.72E-03,-0.2083939842,0.36,0.536,1.00E+00,Gdpd1
8.74E-03,-0.5304234304,0.041,0.097,1.00E+00,Ythdf1
8.74E-03,-0.8421131591,0.03,0.077,1.00E+00,Adnp2
8.78E-03,-0.1745797384,0.094,0.179,1.00E+00,Atg2a
8.80E-03,-0.5276164292,0.016,0.053,1.00E+00,BC051142
8.80E-03,-0.8823823461,0.03,0.077,1.00E+00,Dapk3
8.81E-03,-0.174588092,0.124,0.222,1.00E+00,Tbc1d14
8.81E-03,-0.1029288724,0.303,0.493,1.00E+00,Trappc9
8.82E-03,-0.1807623179,0.369,0.57,1.00E+00,Zfr2
8.82E-03,-0.1291425173,0.183,0.309,1.00E+00,Sec11a
8.83E-03,-0.1342404865,0.078,0.155,1.00E+00,E4f1
8.85E-03,-0.1544517995,0.252,0.391,1.00E+00,mt-Nd2
8.85E-03,-0.2103215803,0.158,0.275,1.00E+00,Cdk16
8.86E-03,-0.116321187,0.17,0.29,1.00E+00,Fkbp15
8.88E-03,-0.9771425966,0.016,0.053,1.00E+00,Gm15265
8.88E-03,-1.156698647,0.016,0.053,1.00E+00,Tnfsf13b
8.89E-03,-0.3255511397,0.069,0.14,1.00E+00,Gm31305
8.89E-03,-0.3073173821,0.112,0.203,1.00E+00,Borcs5
8.91E-03,-0.1403233338,0.211,0.353,1.00E+00,Mtch2
8.92E-03,-0.9425751972,0.016,0.053,1.00E+00,Get4
8.94E-03,-0.6128493439,0.03,0.077,1.00E+00,C630043F03Rik
8.94E-03,-0.3718075677,0.069,0.14,1.00E+00,Pdcd6
8.94E-03,-0.1825395977,0.062,0.13,1.00E+00,Kcnj12
8.94E-03,-0.1132344316,0.119,0.217,1.00E+00,B3gat1
8.95E-03,-0.3342278896,0.119,0.213,1.00E+00,Rab8b
8.97E-03,-0.6768127081,0.03,0.077,1.00E+00,Pex2
9.01E-03,-0.8177070613,0.016,0.053,1.00E+00,Gm15243
9.01E-03,-2.552659502,0.005,0.029,1.00E+00,Zfp524
9.01E-03,-0.1882622427,0.603,0.845,1.00E+00,B830012L14Rik
9.04E-03,-0.1870202366,0.587,0.754,1.00E+00,Adra1a
9.04E-03,-0.2132875782,0.424,0.643,1.00E+00,U2surp
9.06E-03,-0.6058462923,0.048,0.106,1.00E+00,Sypl
9.07E-03,-0.2256795288,0.257,0.406,1.00E+00,Eri3
9.08E-03,-0.1023442299,0.188,0.324,1.00E+00,Sys1
9.09E-03,-0.7301461036,0.016,0.053,1.00E+00,B430010I23Rik
9.10E-03,-0.2711847908,0.085,0.164,1.00E+00,Adrb1
9.11E-03,-0.4210367074,0.05,0.111,1.00E+00,Pofut2
9.13E-03,-0.1861726025,0.225,0.372,1.00E+00,Zfp266
9.14E-03,-0.1034480249,0.216,0.353,1.00E+00,Arf4
9.15E-03,-0.6062162593,0.039,0.092,1.00E+00,Catsperd
9.15E-03,-0.2357958788,0.229,0.367,1.00E+00,Dnajc11
9.15E-03,-0.5580359848,0.067,0.135,1.00E+00,Mrps26
9.18E-03,-0.5274892328,0.016,0.053,1.00E+00,Dus1l
9.18E-03,-0.9034851443,0.016,0.053,1.00E+00,Srpk3
9.19E-03,-0.1697935006,0.122,0.217,1.00E+00,Atg2b
9.20E-03,-2.37428788,0.005,0.029,1.00E+00,Sowahb
9.20E-03,-0.1580644747,0.041,0.097,1.00E+00,Eif3k
9.21E-03,-0.1275409268,0.312,0.502,1.00E+00,Ankrd28
9.22E-03,-0.8943724506,0.016,0.053,1.00E+00,Ttc33
9.26E-03,-0.8752863263,0.016,0.053,1.00E+00,Sec61b
9.26E-03,-0.2568078769,0.108,0.198,1.00E+00,Mbd6
9.27E-03,-0.1120089941,0.112,0.208,1.00E+00,Phkg2
9.28E-03,-0.6564937739,0.055,0.116,1.00E+00,Cul4b
9.29E-03,-0.1338184563,0.213,0.348,1.00E+00,Ifrd1
9.29E-03,-0.1566478606,0.42,0.652,1.00E+00,Psma3
9.30E-03,-1.044024852,0.016,0.053,1.00E+00,Abhd13
9.30E-03,-0.5822068649,0.016,0.053,1.00E+00,Mrps34
9.31E-03,-0.4059545514,0.03,0.077,1.00E+00,1700001O22Rik
9.32E-03,-0.3078157939,0.073,0.145,1.00E+00,Heatr5a
9.33E-03,-0.203949408,0.05,0.111,1.00E+00,Unkl
9.33E-03,-2.243436736,0.005,0.029,1.00E+00,Napsa
9.34E-03,-0.1919587147,0.158,0.275,1.00E+00,Zgpat
9.35E-03,-0.1362687507,0.42,0.652,1.00E+00,Jazf1
9.36E-03,-0.4656532868,0.039,0.092,1.00E+00,Mal2
9.39E-03,-0.5391992751,0.039,0.092,1.00E+00,Yipf2
9.39E-03,-2.190903168,0.005,0.029,1.00E+00,6330403L08Rik
9.39E-03,-1.903117771,0.005,0.029,1.00E+00,Gm49334
9.39E-03,-2.081059927,0.005,0.029,1.00E+00,Gm35823
9.40E-03,-0.1966174777,0.234,0.382,1.00E+00,Nt5dc3
9.41E-03,-0.4588289612,0.078,0.15,1.00E+00,Cfl1
9.42E-03,-0.2654665527,0.092,0.174,1.00E+00,Tmtc3
9.43E-03,-0.218081603,0.135,0.237,1.00E+00,Pnkp
9.43E-03,-0.1258337923,0.202,0.333,1.00E+00,Rnf138
9.44E-03,-0.4637370805,0.078,0.15,1.00E+00,Ndufv3
9.44E-03,-1.505915256,0.014,0.048,1.00E+00,Arl13a
9.44E-03,-0.2644439706,0.11,0.198,1.00E+00,Trub1
9.44E-03,-0.5950225021,0.03,0.077,1.00E+00,Abcc10
9.44E-03,-0.3330462845,0.041,0.097,1.00E+00,Gm15083
9.45E-03,0.2458805381,0.608,0.531,1.00E+00,Ralyl
9.46E-03,-2.008081041,0.005,0.029,1.00E+00,Gm14391
9.46E-03,-0.2116912423,0.479,0.696,1.00E+00,Stac2
9.48E-03,-1.302056237,0.014,0.048,1.00E+00,Gm17435
9.48E-03,-1.370774815,0.014,0.048,1.00E+00,Znrd2
9.49E-03,-0.7310385623,0.039,0.092,1.00E+00,Ccdc159
9.49E-03,-0.121217699,0.108,0.198,1.00E+00,Ssu72
9.49E-03,-0.1215215028,0.151,0.261,1.00E+00,Cd99l2
9.51E-03,-0.2401214574,0.089,0.169,1.00E+00,Ndufb9
9.52E-03,-0.412278771,0.048,0.106,1.00E+00,Tars2
9.52E-03,-2.088645369,0.011,0.043,1.00E+00,Spp1
9.52E-03,-1.615872008,0.005,0.029,1.00E+00,Zbtb8b
9.52E-03,-2.079483072,0.005,0.029,1.00E+00,Gm26658
9.53E-03,-1.090275616,0.014,0.048,1.00E+00,B230206L02Rik
9.53E-03,-0.3691653669,0.108,0.193,1.00E+00,Nup205
9.57E-03,-0.2833986226,0.174,0.29,1.00E+00,Ryk
9.58E-03,-1.23719293,0.014,0.048,1.00E+00,Ubqln2
9.59E-03,-1.408856388,0.005,0.029,1.00E+00,Chac1
9.59E-03,-2.030347052,0.005,0.029,1.00E+00,Zbtb7b
9.59E-03,-1.501759155,0.005,0.029,1.00E+00,Gm15672
9.59E-03,-1.764432383,0.005,0.029,1.00E+00,Dbr1
9.59E-03,-1.554206533,0.005,0.029,1.00E+00,A730085K08Rik
9.59E-03,-1.91511959,0.005,0.029,1.00E+00,Acot6
9.59E-03,-1.692409457,0.005,0.029,1.00E+00,Gm15940
9.59E-03,-1.595298144,0.005,0.029,1.00E+00,Gm41496
9.59E-03,-1.573190456,0.005,0.029,1.00E+00,Gnmt
9.59E-03,-0.221471897,0.154,0.261,1.00E+00,Poglut1
9.61E-03,-0.1178922171,0.206,0.343,1.00E+00,Ddx42
9.62E-03,-1.645179751,0.011,0.043,1.00E+00,Pih1d1
9.62E-03,-1.309695336,0.014,0.048,1.00E+00,Sdhaf4
9.64E-03,-0.3188371407,0.172,0.28,1.00E+00,Nipa2
9.66E-03,-0.348778318,0.073,0.145,1.00E+00,Scpep1
9.67E-03,-1.079788813,0.014,0.048,1.00E+00,Gm15461
9.69E-03,-0.1224817189,0.323,0.512,1.00E+00,Zyg11b
9.70E-03,-0.1002776277,0.358,0.546,1.00E+00,Sppl3
9.71E-03,-0.2061915323,0.264,0.42,1.00E+00,Pdxdc1
9.72E-03,-0.7492091874,0.028,0.072,1.00E+00,Gemin7
9.72E-03,-0.3252591722,0.03,0.077,1.00E+00,Prdx3
9.75E-03,-0.1668847969,0.525,0.763,1.00E+00,Mprip
9.78E-03,-0.4847939231,0.048,0.106,1.00E+00,Mrpl20
9.79E-03,-0.1261699127,0.085,0.164,1.00E+00,Kpna6
9.80E-03,-0.2017356895,0.56,0.792,1.00E+00,Ankhd1
9.81E-03,-0.342570778,0.048,0.106,1.00E+00,Ttll3
9.82E-03,-1.317726957,0.011,0.043,1.00E+00,Kctd7
9.86E-03,-1.185557837,0.014,0.048,1.00E+00,Zfp85
9.88E-03,-0.4972886216,0.055,0.116,1.00E+00,Nol3
9.89E-03,-0.2640371263,0.067,0.135,1.00E+00,Srp68
9.93E-03,-0.1149337308,0.076,0.15,1.00E+00,Pgs1
9.94E-03,-0.2711585062,0.039,0.092,1.00E+00,Tmcc2
9.95E-03,0.1762033326,0.138,0.246,1.00E+00,Tecpr1
9.95E-03,-0.1838010526,0.154,0.261,1.00E+00,Rab31
9.95E-03,-0.1302791302,0.073,0.145,1.00E+00,Pias4
9.96E-03,-0.1527882441,0.225,0.362,1.00E+00,Mfsd4a
9.98E-03,0.6648443108,0.644,0.7,1.00E+00,Sox2ot
1.00E-02,-0.9438821463,0.014,0.048,1.00E+00,Mtrf1
1.00E-02,-0.7095318736,0.028,0.072,1.00E+00,Ogfr
1.00E-02,-0.4126200835,0.073,0.145,1.00E+00,Cmc2
1.00E-02,-0.5834712928,0.048,0.106,1.00E+00,Btbd2
1.00E-02,0.2753318697,0.755,0.845,1.00E+00,Csrnp3
1.00E-02,-0.2342694551,0.743,0.937,1.00E+00,Nlk
1.00E-02,-0.1305688662,0.083,0.159,1.00E+00,Mthfr
1.01E-02,-0.9747986106,0.014,0.048,1.00E+00,Shmt2
1.01E-02,-0.1641736323,0.209,0.338,1.00E+00,Tecpr2
1.01E-02,-0.2456991673,0.521,0.734,1.00E+00,Huwe1
1.01E-02,-0.5196403158,0.048,0.106,1.00E+00,Creg1
1.01E-02,-0.5183751201,0.048,0.106,1.00E+00,Wdr36
1.01E-02,-0.181461938,0.365,0.57,1.00E+00,Chd5
1.01E-02,-0.5561451325,0.062,0.126,1.00E+00,Slc25a17
1.01E-02,-1.349565911,0.011,0.043,1.00E+00,Agtrap
1.01E-02,-1.360644284,0.011,0.043,1.00E+00,Polr2e
1.01E-02,-1.447524855,0.011,0.043,1.00E+00,Adi1
1.01E-02,-0.4129532175,0.064,0.13,1.00E+00,Rnf19b
1.02E-02,-1.972334807,0.007,0.034,1.00E+00,Il18bp
1.02E-02,-0.1170047388,0.181,0.304,1.00E+00,Ift88
1.02E-02,-0.2276003494,0.094,0.174,1.00E+00,Hdac2
1.02E-02,-0.17714077,0.076,0.15,1.00E+00,Gm36198
1.02E-02,-0.5990228539,0.046,0.101,1.00E+00,Rpl37a
1.02E-02,-0.2366237938,0.385,0.565,1.00E+00,Senp5
1.02E-02,-0.3733346089,0.048,0.106,1.00E+00,Relt
1.02E-02,-0.1790858676,0.408,0.614,1.00E+00,Pcnx2
1.02E-02,-1.879728154,0.009,0.039,1.00E+00,Sphk2
1.03E-02,-0.3703317594,0.08,0.155,1.00E+00,Elmsan1
1.03E-02,-1.470635893,0.007,0.034,1.00E+00,Gm26881
1.03E-02,-1.699601879,0.007,0.034,1.00E+00,Fbxo47
1.03E-02,-0.1856947375,0.644,0.831,1.00E+00,Man1a2
1.03E-02,-0.1726501018,0.966,1,1.00E+00,Oxr1
1.03E-02,-0.2788474672,0.234,0.367,1.00E+00,Spata7
1.03E-02,-1.646543724,0.007,0.034,1.00E+00,Gm45184
1.03E-02,-0.3413111654,0.108,0.193,1.00E+00,Slc10a7
1.03E-02,1.648858044,0.144,0.082,1.00E+00,Nnat
1.04E-02,-0.685757672,0.028,0.072,1.00E+00,Zfp944
1.04E-02,-0.1738102662,0.372,0.589,1.00E+00,Mapk14
1.04E-02,-0.5973292018,0.046,0.101,1.00E+00,Rrp15
1.04E-02,-0.8636129011,0.011,0.043,1.00E+00,Anapc13
1.04E-02,-1.679502969,0.007,0.034,1.00E+00,Sema4c
1.04E-02,-1.546539405,0.007,0.034,1.00E+00,Gm15632
1.04E-02,-0.2097497183,0.096,0.179,1.00E+00,Ciao3
1.04E-02,-1.216568465,0.009,0.039,1.00E+00,Siva1
1.04E-02,-0.4559220892,0.106,0.188,1.00E+00,Rnf123
1.05E-02,-0.3153007715,0.089,0.169,1.00E+00,Chrna7
1.05E-02,-1.578242709,0.007,0.034,1.00E+00,Gm36992
1.05E-02,-1.300921288,0.007,0.034,1.00E+00,Gm49191
1.05E-02,-0.1213811767,0.303,0.478,1.00E+00,Pibf1
1.05E-02,-0.2789713535,0.135,0.237,1.00E+00,Crot
1.05E-02,-1.549360315,0.009,0.039,1.00E+00,Gm45311
1.05E-02,-0.1445194513,0.491,0.739,1.00E+00,Glrb
1.05E-02,-0.1637143703,0.096,0.179,1.00E+00,Emc4
1.05E-02,-0.4712822424,0.011,0.043,1.00E+00,Arid5a
1.05E-02,-1.116593075,0.011,0.043,1.00E+00,Gpr3
1.05E-02,-1.614221914,0.007,0.034,1.00E+00,Pm20d2
1.05E-02,-0.1660706869,0.463,0.734,1.00E+00,Afdn
1.05E-02,-1.431553134,0.009,0.039,1.00E+00,Mroh7
1.05E-02,-1.281683524,0.009,0.039,1.00E+00,Syne4
1.05E-02,-0.2734609367,0.039,0.092,1.00E+00,Peg13
1.05E-02,-0.2350911334,0.096,0.179,1.00E+00,Otud5
1.06E-02,-1.106291348,0.011,0.043,1.00E+00,Mrpl50
1.06E-02,-0.9592010392,0.011,0.043,1.00E+00,Diras1
1.06E-02,-0.5187393445,0.046,0.101,1.00E+00,Eef1b2
1.06E-02,-0.1849108699,0.174,0.29,1.00E+00,Rnf34
1.06E-02,-0.2051873091,0.17,0.285,1.00E+00,D10Wsu102e
1.06E-02,-1.772580797,0.009,0.039,1.00E+00,A930024E05Rik
1.06E-02,-1.535792106,0.009,0.039,1.00E+00,Gm20483
1.06E-02,-1.402109126,0.007,0.034,1.00E+00,Vinac1
1.06E-02,-1.404153275,0.007,0.034,1.00E+00,Gm43149
1.06E-02,-1.489875341,0.007,0.034,1.00E+00,Gm15708
1.06E-02,-1.440254249,0.007,0.034,1.00E+00,Mansc4
1.06E-02,-1.480263087,0.007,0.034,1.00E+00,4930579G18Rik
1.06E-02,-0.211537348,0.142,0.246,1.00E+00,Ndufs5
1.06E-02,-0.1226523953,0.232,0.377,1.00E+00,Tfg
1.06E-02,-0.3442275454,0.048,0.106,1.00E+00,Ints1
1.06E-02,-0.3135539718,0.142,0.242,1.00E+00,Csdc2
1.06E-02,-0.2736653597,0.078,0.15,1.00E+00,Mcm3ap
1.06E-02,-0.5688948622,0.037,0.087,1.00E+00,Gm35256
1.06E-02,-0.2519774401,0.115,0.208,1.00E+00,Prcc
1.07E-02,-0.8394259911,0.007,0.034,1.00E+00,Efna3
1.07E-02,-1.413398728,0.007,0.034,1.00E+00,Gm12227
1.07E-02,-0.8897418411,0.007,0.034,1.00E+00,Amacr
1.07E-02,-0.1238274336,0.181,0.304,1.00E+00,Slain1
1.07E-02,-1.321666447,0.009,0.039,1.00E+00,Grasp
1.07E-02,-0.3512321836,0.106,0.188,1.00E+00,Uevld
1.07E-02,-0.1652729269,0.156,0.266,1.00E+00,Atp1a1
1.07E-02,-0.2995735654,0.048,0.106,1.00E+00,Taf4b
1.07E-02,-0.2422033441,0.438,0.638,1.00E+00,C1qtnf4
1.07E-02,-0.209253084,0.151,0.256,1.00E+00,Dtnbp1
1.08E-02,-0.1968246695,0.083,0.159,1.00E+00,Slc25a51
1.08E-02,-1.439865638,0.009,0.039,1.00E+00,AI837181
1.08E-02,-0.1409600992,0.154,0.261,1.00E+00,Mthfs
1.08E-02,-0.8664554193,0.028,0.072,1.00E+00,Zfp788
1.08E-02,-0.1975746071,0.149,0.256,1.00E+00,Zbtb7a
1.08E-02,-0.5592060149,0.053,0.111,1.00E+00,Adam12
1.08E-02,-1.261169963,0.009,0.039,1.00E+00,AI854703
1.08E-02,-0.5250435479,0.009,0.039,1.00E+00,Gm41664
1.08E-02,-0.7818432584,0.037,0.087,1.00E+00,Fndc10
1.08E-02,-0.6068490997,0.046,0.101,1.00E+00,Ptpn21
1.09E-02,-0.2704008026,0.261,0.411,1.00E+00,Taz
1.09E-02,-0.9068627549,0.009,0.039,1.00E+00,Myo15
1.09E-02,-0.7924034389,0.009,0.039,1.00E+00,Otub2
1.09E-02,-0.583886943,0.046,0.101,1.00E+00,Jmjd6
1.10E-02,-0.1972014334,0.243,0.396,1.00E+00,Atp5c1
1.10E-02,-0.4130360946,0.046,0.101,1.00E+00,Polr1d
1.10E-02,-0.2050451246,0.126,0.222,1.00E+00,Ttc1
1.11E-02,-0.1092153919,0.255,0.415,1.00E+00,Eif4e
1.11E-02,-0.6456002802,0.037,0.087,1.00E+00,Slc16a11
1.11E-02,-0.2479149129,0.144,0.246,1.00E+00,Med27
1.11E-02,-0.2052533749,0.174,0.29,1.00E+00,Zc3h7b
1.11E-02,-0.4167399696,0.071,0.14,1.00E+00,Ppp3r1
1.11E-02,-0.2864069567,0.087,0.164,1.00E+00,Zfp948
1.11E-02,-0.5205593354,0.046,0.101,1.00E+00,Sp9
1.12E-02,-0.1535953407,0.165,0.28,1.00E+00,Micos10
1.12E-02,-0.2207735012,0.335,0.517,1.00E+00,Kcmf1
1.12E-02,-0.2290227527,0.275,0.44,1.00E+00,Aplp1
1.12E-02,-0.1775146166,0.08,0.155,1.00E+00,Deptor
1.12E-02,-0.1629591057,0.156,0.266,1.00E+00,Prdm11
1.13E-02,-0.255283312,0.087,0.164,1.00E+00,Tmem237
1.13E-02,0.7073047704,0.45,0.435,1.00E+00,Chl1
1.13E-02,-0.1373596474,0.11,0.198,1.00E+00,Gpatch2l
1.13E-02,-0.3862789388,0.046,0.101,1.00E+00,Xk
1.13E-02,-0.135305388,0.117,0.208,1.00E+00,Vstm5
1.14E-02,-0.1796236299,0.103,0.188,1.00E+00,Bcap31
1.14E-02,-0.1587668109,0.326,0.507,1.00E+00,Slc22a23
1.14E-02,-0.3448118179,0.11,0.198,1.00E+00,Anapc16
1.15E-02,-0.2067046576,0.094,0.174,1.00E+00,Csnk1e
1.15E-02,-0.453399584,0.046,0.101,1.00E+00,Sav1
1.16E-02,-0.373198398,0.055,0.116,1.00E+00,Tmem94
1.16E-02,-0.1804865413,0.22,0.357,1.00E+00,Mpc2
1.16E-02,-0.1315883619,0.211,0.353,1.00E+00,Mettl16
1.16E-02,-0.1727995703,0.94,0.99,1.00E+00,Pde10a
1.16E-02,-0.4665086446,0.046,0.101,1.00E+00,Npnt
1.16E-02,-0.1125868364,0.209,0.343,1.00E+00,Gstz1
1.16E-02,-0.3791863272,0.037,0.087,1.00E+00,Cdca7
1.16E-02,-0.1448999723,0.112,0.203,1.00E+00,Selenok
1.17E-02,-0.3900387134,0.025,0.068,1.00E+00,Mrap2
1.17E-02,-0.1827093848,0.383,0.551,1.00E+00,Ptprr
1.17E-02,-0.31088327,0.078,0.15,1.00E+00,Lage3
1.17E-02,-0.6117348645,0.044,0.097,1.00E+00,Tma16
1.17E-02,-1.292755972,0.023,0.063,1.00E+00,Ufm1
1.17E-02,-0.2033792023,0.225,0.367,1.00E+00,Ccdc57
1.17E-02,-0.768899795,0.034,0.082,1.00E+00,Ctbs
1.18E-02,0.6656165448,0.539,0.541,1.00E+00,Hdac9
1.18E-02,-0.9598299669,0.034,0.082,1.00E+00,Atad2
1.18E-02,-0.2385386804,0.234,0.362,1.00E+00,Slc25a4
1.18E-02,-0.1529720361,0.58,0.845,1.00E+00,Spire1
1.18E-02,-1.00141861,0.025,0.068,1.00E+00,Mrps18b
1.19E-02,-0.1030965033,0.122,0.217,1.00E+00,Ctsf
1.19E-02,-0.5415529416,0.073,0.14,1.00E+00,C230037L18Rik
1.19E-02,-0.3937518451,0.177,0.275,1.00E+00,Rbp4
1.19E-02,-3.725537622,0,0.014,1.00E+00,Gm29114
1.19E-02,-3.765814378,0,0.014,1.00E+00,Neu2
1.19E-02,-3.607116615,0,0.014,1.00E+00,Tmem177
1.19E-02,-3.795752634,0,0.014,1.00E+00,Gm2000
1.19E-02,-3.043257511,0,0.014,1.00E+00,Tmem203
1.19E-02,-3.729727106,0,0.014,1.00E+00,Pamr1
1.19E-02,-3.684503077,0,0.014,1.00E+00,Zfp972
1.19E-02,-3.034909829,0,0.014,1.00E+00,Csf1
1.19E-02,-3.573338647,0,0.014,1.00E+00,Gm16958
1.19E-02,-3.515180614,0,0.014,1.00E+00,Gm16325
1.19E-02,-3.451368976,0,0.014,1.00E+00,Gm12408
1.19E-02,-3.80910441,0,0.014,1.00E+00,Pappa
