p_val,avg_log2FC,pct.OE,pct.KD,p_val_adj,gene
1.34E-01,1.94050026,0.014,0.004,1.00E+00,Fblim1
1.34E-01,1.578722768,0.014,0.004,1.00E+00,Med29
1.34E-01,1.68911704,0.014,0.004,1.00E+00,Gm12359
1.34E-01,0.442106959,0.261,0.228,1.00E+00,Zfp512
1.34E-01,0.5202180004,0.089,0.063,1.00E+00,Kri1
1.34E-01,-0.6133018325,0.069,0.096,1.00E+00,Mitd1
1.34E-01,-0.3013899669,0.06,0.087,1.00E+00,Polh
1.34E-01,-0.1062436739,0.677,0.754,1.00E+00,Map2
1.34E-01,-0.9445728176,0.014,0.028,1.00E+00,Cebpzos
1.34E-01,-0.2594280702,0.44,0.489,1.00E+00,Kansl1l
1.34E-01,1.602667076,0.014,0.004,1.00E+00,Cfap57
1.34E-01,1.535638299,0.014,0.004,1.00E+00,Gm45570
1.34E-01,1.661243361,0.014,0.004,1.00E+00,Spata32
1.34E-01,1.518841368,0.014,0.004,1.00E+00,D130020L05Rik
1.34E-01,1.709743772,0.014,0.004,1.00E+00,Gm10847
1.34E-01,1.761114099,0.014,0.004,1.00E+00,Col22a1
1.34E-01,1.520259961,0.014,0.004,1.00E+00,Gna14
1.34E-01,1.350753797,0.021,0.009,1.00E+00,Elovl2
1.34E-01,1.263004492,0.021,0.009,1.00E+00,Nfya
1.34E-01,-0.1209232158,0.484,0.552,1.00E+00,Nmt2
1.35E-01,0.2491102094,0.206,0.167,1.00E+00,Khsrp
1.35E-01,-0.2775271505,0.018,0.035,1.00E+00,D5Ertd615e
1.35E-01,-0.4979566061,0.046,0.07,1.00E+00,Trim62
1.35E-01,1.565049852,0.014,0.004,1.00E+00,Laptm5
1.35E-01,1.494912849,0.014,0.004,1.00E+00,Gm12992
1.35E-01,1.677139614,0.014,0.004,1.00E+00,Gm45250
1.35E-01,1.481918589,0.014,0.004,1.00E+00,Gm10097
1.35E-01,1.490080684,0.014,0.004,1.00E+00,E130317F20Rik
1.35E-01,1.341983448,0.014,0.004,1.00E+00,Fgd6
1.35E-01,1.726715661,0.014,0.004,1.00E+00,Fam20a
1.35E-01,-0.1331827139,0.365,0.424,1.00E+00,Adamts17
1.35E-01,0.3860532011,0.381,0.363,1.00E+00,Gm5820
1.35E-01,0.2723196838,0.303,0.267,1.00E+00,Galnt1
1.35E-01,-0.3077483432,0.083,0.113,1.00E+00,Eif2b3
1.35E-01,1.29858222,0.021,0.009,1.00E+00,AB041806
1.35E-01,1.200331167,0.021,0.009,1.00E+00,Gpr34
1.35E-01,-0.6930274441,0.018,0.035,1.00E+00,Emc6
1.35E-01,1.427137918,0.014,0.004,1.00E+00,Gm29107
1.35E-01,1.333086318,0.014,0.004,1.00E+00,Fam241a
1.35E-01,1.30107882,0.014,0.004,1.00E+00,4930598N05Rik
1.35E-01,-0.6838362134,0.014,0.028,1.00E+00,Irf9
1.35E-01,1.328901386,0.03,0.015,1.00E+00,Fat4
1.35E-01,-0.2064861454,0.183,0.228,1.00E+00,Ago4
1.35E-01,1.335201792,0.021,0.009,1.00E+00,Apbb1ip
1.36E-01,-0.1545052564,0.099,0.135,1.00E+00,Slc18b1
1.36E-01,-0.3803987295,0.076,0.104,1.00E+00,Acox3
1.36E-01,1.07633736,0.014,0.004,1.00E+00,Hgf
1.36E-01,1.302377385,0.014,0.004,1.00E+00,Robo3
1.36E-01,-0.4517243093,0.018,0.035,1.00E+00,Chdh
1.36E-01,-0.5452398629,0.009,0.022,1.00E+00,Romo1
1.36E-01,0.2783707072,0.422,0.391,1.00E+00,Dgkg
1.36E-01,-0.4801645088,0.046,0.07,1.00E+00,Phldb2
1.36E-01,-0.7072132183,0.014,0.028,1.00E+00,Exosc4
1.36E-01,0.8451603738,0.021,0.009,1.00E+00,Gng5
1.36E-01,0.951330769,0.021,0.009,1.00E+00,P3h4
1.36E-01,-0.2511888753,0.22,0.265,1.00E+00,Pik3ca
1.36E-01,-0.2280220822,0.252,0.302,1.00E+00,Zscan26
1.36E-01,1.221568819,0.014,0.004,1.00E+00,Gm11816
1.36E-01,-0.3358654137,0.025,0.043,1.00E+00,Stk35
1.37E-01,-0.4606319029,0.085,0.115,1.00E+00,Hsph1
1.37E-01,-0.6984295913,0.025,0.043,1.00E+00,Gm4673
1.37E-01,-0.5840034592,0.018,0.035,1.00E+00,Nmrk1
1.37E-01,-0.1530733545,0.273,0.333,1.00E+00,Ranbp2
1.37E-01,0.5211133868,0.071,0.048,1.00E+00,Ankef1
1.37E-01,-0.1351705113,0.135,0.176,1.00E+00,Mycbp
1.37E-01,0.297758021,0.165,0.133,1.00E+00,Olfm3
1.37E-01,-0.4479982302,0.053,0.078,1.00E+00,M6pr
1.37E-01,1.081106227,0.021,0.009,1.00E+00,Atg101
1.37E-01,0.7528712343,0.021,0.009,1.00E+00,Ebp
1.37E-01,0.120853742,0.537,0.502,1.00E+00,Mef2a
1.38E-01,-0.3056036104,0.161,0.2,1.00E+00,Epb41l2
1.38E-01,0.8353480637,0.021,0.009,1.00E+00,Bend5
1.38E-01,-0.3358443314,0.069,0.098,1.00E+00,Ccs
1.38E-01,-0.1738953635,0.133,0.174,1.00E+00,Pcgf3
1.38E-01,-0.5089494351,0.245,0.28,1.00E+00,Gm32647
1.38E-01,-0.6877855867,0.014,0.028,1.00E+00,Lrrc14
1.38E-01,-0.3979621558,0.037,0.059,1.00E+00,Ak1
1.38E-01,-0.5698477218,0.014,0.028,1.00E+00,Gm43598
1.38E-01,0.952591804,0.041,0.024,1.00E+00,Sft2d3
1.39E-01,0.2323909718,0.413,0.376,1.00E+00,Madd
1.39E-01,-0.552996231,0.039,0.061,1.00E+00,Slc25a44
1.39E-01,-0.134458849,0.521,0.57,1.00E+00,Huwe1
1.39E-01,0.889849032,0.041,0.024,1.00E+00,Gm34299
1.39E-01,-0.6419466684,0.025,0.043,1.00E+00,Pex16
1.39E-01,-0.6157843124,0.067,0.093,1.00E+00,Rps27a
1.39E-01,-0.5731818902,0.032,0.052,1.00E+00,Exosc2
1.39E-01,-0.6377923538,0.014,0.028,1.00E+00,Cenpo
1.39E-01,-0.2864029601,0.046,0.07,1.00E+00,Pcyt1b
1.39E-01,-0.1010474756,0.408,0.474,1.00E+00,Far2
1.39E-01,0.6250868577,0.151,0.124,1.00E+00,Dzip1l
1.39E-01,-0.1435029837,0.151,0.196,1.00E+00,Ilf3
1.39E-01,-0.2157035375,0.103,0.137,1.00E+00,Sidt2
1.39E-01,-0.5162832497,0.087,0.117,1.00E+00,Psmb7
1.39E-01,0.4101658377,0.257,0.23,1.00E+00,Ctnnbl1
1.39E-01,-0.4423785642,0.025,0.043,1.00E+00,Necab3
1.39E-01,-0.5492534101,0.039,0.061,1.00E+00,Hap1
1.39E-01,-0.5339703511,0.039,0.061,1.00E+00,Krtcap2
1.39E-01,-0.253813787,0.03,0.05,1.00E+00,Gm47350
1.40E-01,-0.2733551871,0.131,0.17,1.00E+00,Sfxn4
1.40E-01,-0.5124843487,0.025,0.043,1.00E+00,4930527B05Rik
1.40E-01,-0.1478271355,0.232,0.287,1.00E+00,Capza1
1.40E-01,-0.4898078385,0.087,0.117,1.00E+00,Wdr61
1.40E-01,-0.1134093636,0.289,0.35,1.00E+00,Mtf2
1.40E-01,-0.416699672,0.078,0.107,1.00E+00,Mterf2
1.40E-01,-0.2289738479,0.135,0.176,1.00E+00,Tmem87a
1.40E-01,0.7001449118,0.076,0.052,1.00E+00,1110017D15Rik
1.41E-01,0.215879959,0.617,0.637,1.00E+00,Ank1
1.41E-01,-0.2049227792,0.183,0.23,1.00E+00,Faxc
1.41E-01,-0.2593843031,0.177,0.22,1.00E+00,Orc4
1.41E-01,0.4051834599,0.257,0.228,1.00E+00,Rab27a
1.41E-01,0.4900457488,0.106,0.078,1.00E+00,Med17
1.41E-01,0.7783006166,0.057,0.037,1.00E+00,Fan1
1.41E-01,-0.6037155376,0.014,0.028,1.00E+00,Ntsr2
1.41E-01,0.511108728,0.115,0.087,1.00E+00,Slc6a8
1.41E-01,-0.577290687,0.025,0.043,1.00E+00,Gm49595
1.41E-01,0.8861323735,0.06,0.039,1.00E+00,Atic
1.41E-01,-0.4707232161,0.032,0.052,1.00E+00,Rps28
1.41E-01,-0.1164598208,0.789,0.828,1.00E+00,Elavl3
1.41E-01,0.3536892837,0.241,0.209,1.00E+00,Gm44151
1.41E-01,0.7961337183,0.057,0.037,1.00E+00,Nefm
1.41E-01,-0.1450821039,0.094,0.128,1.00E+00,Mrpl47
1.42E-01,-0.471658408,0.039,0.061,1.00E+00,D030028A08Rik
1.42E-01,0.3758714434,0.144,0.115,1.00E+00,Clcn2
1.42E-01,-0.4154672527,0.092,0.122,1.00E+00,Slc35g2
1.42E-01,-0.4643858981,0.039,0.061,1.00E+00,Ercc3
1.42E-01,0.7852722876,0.11,0.085,1.00E+00,Nr2c1
1.42E-01,-0.2526465452,0.122,0.159,1.00E+00,Bcl7c
1.42E-01,0.8633907342,0.03,0.015,1.00E+00,Kank3
1.42E-01,-0.2651062449,0.119,0.157,1.00E+00,1600020E01Rik
1.42E-01,0.2519939829,0.365,0.333,1.00E+00,Pfkm
1.42E-01,-0.3498748712,0.112,0.146,1.00E+00,Pofut1
1.43E-01,0.7790284094,0.03,0.015,1.00E+00,Etfrf1
1.43E-01,-0.4430336018,0.083,0.111,1.00E+00,Ints14
1.43E-01,0.3101018694,0.271,0.237,1.00E+00,St7l
1.43E-01,-0.3113001452,0.328,0.376,1.00E+00,Rbms1
1.43E-01,-0.3963523817,0.048,0.072,1.00E+00,Ptchd1
1.44E-01,0.2672972075,0.234,0.2,1.00E+00,Rps6kc1
1.44E-01,-0.4521462095,0.057,0.083,1.00E+00,Sp3os
1.44E-01,0.7122532657,0.03,0.015,1.00E+00,Fn3krp
1.44E-01,0.6946465362,0.08,0.057,1.00E+00,Cxcl17
1.44E-01,-0.2160068337,0.103,0.139,1.00E+00,Zfp871
1.45E-01,-0.5458817982,0.257,0.296,1.00E+00,Gm20754
1.45E-01,-0.2448980962,0.094,0.126,1.00E+00,Ndor1
1.45E-01,-0.9406229889,0.034,0.054,1.00E+00,Vwc2l
1.45E-01,-0.3056010232,0.158,0.196,1.00E+00,Psmc1
1.45E-01,-0.239503263,0.119,0.157,1.00E+00,Ndufaf5
1.45E-01,0.3709797261,0.268,0.233,1.00E+00,Npas2
1.45E-01,0.7162931182,0.03,0.015,1.00E+00,Cggbp1
1.45E-01,-0.2618330035,0.154,0.196,1.00E+00,Usp10
1.45E-01,-0.1083753644,0.791,0.826,1.00E+00,Upp2
1.45E-01,0.2335175977,0.422,0.398,1.00E+00,Soga3
1.45E-01,-0.6659050774,0.046,0.067,1.00E+00,Ebag9
1.45E-01,-0.1310757475,0.326,0.393,1.00E+00,Tasp1
1.45E-01,-0.2351149004,0.089,0.122,1.00E+00,Ctnnbip1
1.46E-01,-0.5749662092,0.046,0.07,1.00E+00,Ubxn6
1.46E-01,-0.3460150835,0.122,0.157,1.00E+00,Rint1
1.46E-01,-0.4658558724,0.057,0.083,1.00E+00,Eif3h
1.46E-01,-0.9594276326,0.021,0.037,1.00E+00,0610040J01Rik
1.46E-01,-0.8529404707,0.021,0.037,1.00E+00,Gm16973
1.46E-01,-0.2605042976,0.071,0.1,1.00E+00,Nup107
1.46E-01,-0.5531019574,0.032,0.052,1.00E+00,Hccs
1.46E-01,-0.3446580183,0.122,0.157,1.00E+00,Ap4e1
1.46E-01,-0.4194231216,0.099,0.13,1.00E+00,Ano8
1.46E-01,0.2262695856,0.585,0.589,1.00E+00,Pitpnc1
1.46E-01,-0.2542229878,0.243,0.291,1.00E+00,Zc2hc1a
1.46E-01,0.7688895569,0.062,0.041,1.00E+00,Zbtb21
1.46E-01,-0.3177167134,0.039,0.061,1.00E+00,Eif3i
1.46E-01,-0.3006468848,0.195,0.23,1.00E+00,Lamp2
1.46E-01,-0.2088464582,0.14,0.18,1.00E+00,Ppia
1.47E-01,0.4618053606,0.11,0.083,1.00E+00,Rnf168
1.47E-01,-0.5092067498,0.032,0.052,1.00E+00,Ighmbp2
1.47E-01,-0.2870721534,0.096,0.13,1.00E+00,Rxylt1
1.47E-01,-0.7495209855,0.034,0.054,1.00E+00,Ccne2
1.47E-01,-0.2181664987,0.333,0.383,1.00E+00,Ccdc148
1.47E-01,0.2020548949,0.555,0.546,1.00E+00,Ehmt1
1.47E-01,-0.3953476582,0.069,0.096,1.00E+00,Armc2
1.47E-01,-0.1330832364,0.22,0.27,1.00E+00,Gm14827
1.47E-01,0.6234046449,0.08,0.057,1.00E+00,Myh14
1.47E-01,-0.5651859314,0.032,0.052,1.00E+00,Eral1
1.47E-01,0.1556007525,0.576,0.561,1.00E+00,Sv2a
1.47E-01,-0.9006916942,0.021,0.037,1.00E+00,Ccnd3
1.47E-01,-0.7599233576,0.034,0.054,1.00E+00,Ltbp4
1.47E-01,-0.3125508489,0.174,0.213,1.00E+00,Narf
1.48E-01,-0.3927622853,0.108,0.141,1.00E+00,Cnot9
1.48E-01,-0.3738831845,0.115,0.15,1.00E+00,Stt3a
1.48E-01,0.6245960562,0.092,0.067,1.00E+00,P2ry12
1.48E-01,-0.2551656975,0.085,0.117,1.00E+00,Tctn3
1.48E-01,-0.9210093407,0.021,0.037,1.00E+00,Mrps23
1.48E-01,1.311399477,0.032,0.017,1.00E+00,Dysf
1.48E-01,0.702560638,0.101,0.076,1.00E+00,1110032A03Rik
1.49E-01,-0.2066567702,0.195,0.239,1.00E+00,Tada2a
1.49E-01,0.1535377736,0.755,0.793,1.00E+00,Scn8a
1.49E-01,0.8448058745,0.044,0.026,1.00E+00,2900060B14Rik
1.49E-01,1.116438238,0.032,0.017,1.00E+00,Serpinf1
1.49E-01,-0.3579192991,0.032,0.052,1.00E+00,Degs2
1.49E-01,-0.3048624209,0.106,0.139,1.00E+00,Ndufb3
1.49E-01,-0.19646209,0.128,0.165,1.00E+00,Tmem91
1.49E-01,-0.7163581256,0.034,0.054,1.00E+00,Zfp354a
1.49E-01,-0.359715995,0.119,0.154,1.00E+00,Ssr4
1.49E-01,1.172055074,0.032,0.017,1.00E+00,Erich2
1.49E-01,0.4281111707,0.073,0.05,1.00E+00,Cc2d1a
1.49E-01,-0.4759189795,0.154,0.189,1.00E+00,Pdzd2
1.49E-01,0.157823869,0.528,0.498,1.00E+00,Eps15l1
1.49E-01,-0.1914026449,0.275,0.33,1.00E+00,Kdm3b
1.50E-01,-0.3954887789,0.11,0.143,1.00E+00,Enox2
1.50E-01,-0.5560061794,0.048,0.072,1.00E+00,Lix1l
1.50E-01,0.341956614,0.429,0.42,1.00E+00,Lrch3
1.50E-01,-0.5925856291,0.041,0.063,1.00E+00,Gm16279
1.50E-01,-0.175397709,0.222,0.272,1.00E+00,Rpgr
1.50E-01,-0.4013824533,0.048,0.072,1.00E+00,Jagn1
1.50E-01,0.55363321,0.076,0.052,1.00E+00,Zfp276
1.50E-01,-0.4877685411,0.05,0.074,1.00E+00,Mesd
1.50E-01,-0.2032807407,0.071,0.1,1.00E+00,Uckl1
1.50E-01,1.302518206,0.032,0.017,1.00E+00,Gm19522
1.50E-01,-1.554386454,0.007,0.017,1.00E+00,Dock2
1.50E-01,-0.830635992,0.028,0.046,1.00E+00,Pcp4
1.50E-01,0.9397276849,0.064,0.043,1.00E+00,Stk11
1.51E-01,0.3656739602,0.158,0.126,1.00E+00,Ate1
1.51E-01,0.3706095437,0.204,0.172,1.00E+00,Tm9sf3
1.51E-01,0.1322044504,0.897,0.898,1.00E+00,Dgki
1.51E-01,1.023179713,0.032,0.017,1.00E+00,Ppie
1.51E-01,0.8798722593,0.062,0.041,1.00E+00,Twistnb
1.51E-01,-0.1685273574,0.287,0.341,1.00E+00,Immt
1.51E-01,-0.5049040841,0.041,0.063,1.00E+00,Skiv2l
1.51E-01,-0.260422931,0.108,0.141,1.00E+00,Zfx
1.51E-01,-0.2201923513,0.062,0.089,1.00E+00,Fam91a1
1.51E-01,-0.2913702402,0.216,0.259,1.00E+00,Col4a2
1.51E-01,-0.5314832949,0.06,0.085,1.00E+00,Gm49085
1.51E-01,0.569577077,0.057,0.037,1.00E+00,Gm7580
1.52E-01,0.3070142905,0.195,0.163,1.00E+00,Sfi1
1.52E-01,0.4817483483,0.2,0.167,1.00E+00,Snx9
1.52E-01,-0.6284116662,0.021,0.037,1.00E+00,Slc2a1
1.52E-01,-1.460024701,0.007,0.017,1.00E+00,Cercam
1.52E-01,0.319156625,0.183,0.15,1.00E+00,Cep126
1.52E-01,-0.8950312268,0.028,0.046,1.00E+00,Nudt12
1.52E-01,1.028687708,0.032,0.017,1.00E+00,Gm17089
1.52E-01,-0.2840527057,0.078,0.107,1.00E+00,Mcm3ap
1.52E-01,-1.37473309,0.007,0.017,1.00E+00,Zfp97
1.52E-01,-0.2245839301,0.078,0.109,1.00E+00,Rpgrip1
1.52E-01,-0.2905787567,0.117,0.152,1.00E+00,Ugdh
1.53E-01,-1.4696032,0.007,0.017,1.00E+00,Gm28294
1.53E-01,0.3429571721,0.163,0.13,1.00E+00,Cdh4
1.53E-01,-1.063359568,0.016,0.03,1.00E+00,Spsb3
1.53E-01,-0.2834192095,0.158,0.2,1.00E+00,Snap47
1.53E-01,-1.50345343,0.007,0.017,1.00E+00,Gm14342
1.53E-01,-1.267569308,0.007,0.017,1.00E+00,Gm26952
1.53E-01,0.2673870148,0.489,0.476,1.00E+00,Spred2
1.53E-01,0.4818354109,0.119,0.091,1.00E+00,Slc12a2
1.53E-01,1.040957105,0.076,0.054,1.00E+00,Gm46218
1.53E-01,-0.6378547623,0.021,0.037,1.00E+00,1700037F03Rik
1.53E-01,-0.1684207691,0.147,0.187,1.00E+00,Fbh1
1.53E-01,0.4106688113,0.213,0.178,1.00E+00,Ptgds
1.53E-01,-0.1230737054,0.507,0.585,1.00E+00,Syp
1.53E-01,-0.2905399665,0.131,0.167,1.00E+00,Nim1k
1.53E-01,-1.230052019,0.007,0.017,1.00E+00,Trim59
1.53E-01,-1.236630615,0.007,0.017,1.00E+00,Prss27
1.53E-01,-0.176446312,0.085,0.117,1.00E+00,Zfyve26
1.54E-01,-0.2781307887,0.08,0.111,1.00E+00,Hscb
1.54E-01,-0.6705844824,0.028,0.046,1.00E+00,Srsf9
1.54E-01,-0.1971515655,0.039,0.061,1.00E+00,Gng12
1.54E-01,1.632485872,0.023,0.011,1.00E+00,4930513D17Rik
1.54E-01,-0.6238565499,0.007,0.017,1.00E+00,Gm44644
1.54E-01,-1.219946392,0.007,0.017,1.00E+00,3110083C13Rik
1.54E-01,-0.4009208501,0.085,0.113,1.00E+00,Itgb3bp
1.54E-01,-0.4042128079,0.144,0.18,1.00E+00,Adamtsl5
1.54E-01,-0.9900351784,0.016,0.03,1.00E+00,Fchsd1
1.54E-01,-1.144354613,0.016,0.03,1.00E+00,Nr4a2
1.54E-01,-0.9364127626,0.016,0.03,1.00E+00,Txnrd2
1.54E-01,-0.457720815,0.117,0.15,1.00E+00,Hars
1.54E-01,0.6134501037,0.032,0.017,1.00E+00,Mrpl51
1.54E-01,-1.014759245,0.007,0.017,1.00E+00,Tnfrsf1b
1.54E-01,-1.250944563,0.007,0.017,1.00E+00,Mansc4
1.54E-01,-1.252451189,0.007,0.017,1.00E+00,Kif15
1.54E-01,-1.295399676,0.007,0.017,1.00E+00,Btla
1.54E-01,-1.194660458,0.007,0.017,1.00E+00,Yif1a
1.54E-01,-0.2225939569,0.048,0.072,1.00E+00,Shroom4
1.54E-01,-0.1729870971,0.413,0.474,1.00E+00,Gigyf2
1.55E-01,-1.154069047,0.007,0.017,1.00E+00,1700029I15Rik
1.55E-01,-1.220578111,0.007,0.017,1.00E+00,Snhg6
1.55E-01,-1.099196158,0.007,0.017,1.00E+00,Isoc2a
1.55E-01,-1.201591904,0.007,0.017,1.00E+00,Zfp954
1.55E-01,-1.083667696,0.007,0.017,1.00E+00,Dgcr6
1.55E-01,0.4067184734,0.248,0.213,1.00E+00,Syt2
1.55E-01,-0.1357971093,0.622,0.696,1.00E+00,Unc5c
1.55E-01,0.7179924117,0.064,0.043,1.00E+00,Bet1l
1.55E-01,-0.7739506508,0.016,0.03,1.00E+00,Timm8a1
1.55E-01,0.2099334131,0.532,0.509,1.00E+00,Ralgps1
1.55E-01,-1.285254558,0.007,0.017,1.00E+00,Gm14406
1.55E-01,-0.7107291321,0.007,0.017,1.00E+00,Gm43150
1.55E-01,-0.7281233089,0.007,0.017,1.00E+00,Tradd
1.55E-01,-0.7181853749,0.007,0.017,1.00E+00,Limd1
1.55E-01,-0.6131613681,0.055,0.078,1.00E+00,Rab26
1.55E-01,0.8548248759,0.089,0.065,1.00E+00,Hs3st4
1.55E-01,0.2644204113,0.303,0.274,1.00E+00,Inpp5a
1.55E-01,-0.1984193917,0.071,0.1,1.00E+00,Cmpk1
1.55E-01,-0.3631225596,0.021,0.037,1.00E+00,Apod
1.55E-01,0.5295671562,0.126,0.098,1.00E+00,Supv3l1
1.55E-01,-0.1548581092,0.532,0.591,1.00E+00,Cnot4
1.55E-01,-0.4856293743,0.021,0.037,1.00E+00,Wdr45
1.55E-01,0.6342033505,0.14,0.113,1.00E+00,Aars2
1.55E-01,-0.2058154816,0.484,0.533,1.00E+00,Evl
1.55E-01,0.5501677188,0.087,0.063,1.00E+00,Prkg2
1.55E-01,-0.7550715598,0.016,0.03,1.00E+00,4931414P19Rik
1.56E-01,-0.535521295,0.034,0.054,1.00E+00,Pja1
1.56E-01,-0.4500183989,0.062,0.087,1.00E+00,Fuca1
1.56E-01,-1.051976284,0.007,0.017,1.00E+00,Suv39h2
1.56E-01,-0.3305719253,0.007,0.017,1.00E+00,Kcnq4
1.56E-01,-1.146774812,0.007,0.017,1.00E+00,Zmiz1os1
1.56E-01,-0.9066258605,0.007,0.017,1.00E+00,Trib1
1.56E-01,-0.8841570507,0.016,0.03,1.00E+00,Ddx58
1.56E-01,-0.1923953849,0.294,0.343,1.00E+00,Dcx
1.56E-01,-0.3082332621,0.112,0.146,1.00E+00,Mtmr6
1.56E-01,-0.1235357947,0.062,0.089,1.00E+00,Acad10
1.56E-01,-0.1073437655,0.741,0.811,1.00E+00,Iqgap2
1.56E-01,-0.5300683691,0.028,0.046,1.00E+00,Rad51c
1.56E-01,-0.1429483812,0.294,0.354,1.00E+00,Ccnt1
1.56E-01,-1.050240303,0.007,0.017,1.00E+00,4933405D12Rik
1.56E-01,-1.044714975,0.007,0.017,1.00E+00,Dnajb1
1.56E-01,-0.9711432574,0.016,0.03,1.00E+00,Tollip
1.56E-01,-0.1549655475,0.356,0.415,1.00E+00,Plch2
1.56E-01,-1.199164218,0.011,0.024,1.00E+00,Prrg3
1.56E-01,1.319862725,0.023,0.011,1.00E+00,Gm46515
1.56E-01,-0.9525091656,0.007,0.017,1.00E+00,Bmpr1b
1.57E-01,0.5884769017,0.124,0.096,1.00E+00,Nsun2
1.57E-01,-0.2315078937,0.096,0.13,1.00E+00,Atp5g2
1.57E-01,0.3491539541,0.284,0.254,1.00E+00,Eprs
1.57E-01,-0.3206960354,0.156,0.193,1.00E+00,Nat8l
1.57E-01,-0.7033111853,0.037,0.057,1.00E+00,Sars2
1.57E-01,-0.3520654752,0.089,0.12,1.00E+00,Hapln4
1.57E-01,-0.259229511,0.17,0.209,1.00E+00,Creb3l2
1.57E-01,-0.1513588624,0.78,0.791,1.00E+00,Npas3
1.57E-01,-0.6160364761,0.048,0.072,1.00E+00,Fzr1
1.57E-01,-0.585794176,0.044,0.065,1.00E+00,Adpgk
1.57E-01,-0.4887858567,0.087,0.115,1.00E+00,Slitrk3
1.57E-01,0.4979545246,0.255,0.222,1.00E+00,Hspa12a
1.57E-01,-0.1189362759,0.17,0.217,1.00E+00,1600010M07Rik
1.57E-01,1.610626298,0.023,0.011,1.00E+00,Fut10
1.58E-01,-0.4156154931,0.112,0.146,1.00E+00,Emb
1.58E-01,0.7804575293,0.046,0.028,1.00E+00,Eif1a
1.58E-01,-0.7044476115,0.016,0.03,1.00E+00,BC029722
1.58E-01,0.457768278,0.177,0.146,1.00E+00,Brsk2
1.58E-01,-0.5916984996,0.028,0.046,1.00E+00,Dyrk2
1.58E-01,0.7119377227,0.064,0.043,1.00E+00,Trappc4
1.58E-01,-0.1779106297,0.089,0.122,1.00E+00,Zmat1
1.58E-01,-0.6987850064,0.016,0.03,1.00E+00,C230035I16Rik
1.58E-01,-0.4979193583,0.028,0.046,1.00E+00,Paics
1.58E-01,-0.4988059143,0.044,0.065,1.00E+00,Tma16
1.58E-01,-0.5316464147,0.044,0.065,1.00E+00,Nme5
1.58E-01,0.1934962963,0.525,0.487,1.00E+00,Gm13052
1.58E-01,-0.2960494092,0.078,0.107,1.00E+00,Ndufb10
1.58E-01,0.4924234705,0.032,0.017,1.00E+00,Rftn1
1.58E-01,-0.2301781947,0.101,0.133,1.00E+00,Trappc11
1.58E-01,1.140060788,0.023,0.011,1.00E+00,Gpr171
1.58E-01,1.159458204,0.023,0.011,1.00E+00,Rbfa
1.58E-01,-0.1880790767,0.321,0.374,1.00E+00,Slc25a27
1.59E-01,-0.2027183369,0.289,0.337,1.00E+00,Lrp8
1.59E-01,-0.1825390084,0.193,0.239,1.00E+00,H13
1.59E-01,-0.28267197,0.188,0.226,1.00E+00,Usp50
1.59E-01,1.058692098,0.023,0.011,1.00E+00,B230369F24Rik
1.59E-01,0.7119029158,0.032,0.017,1.00E+00,Mrpl39
1.59E-01,-0.5574055752,0.034,0.054,1.00E+00,Kctd13
1.59E-01,-0.7931625259,0.037,0.057,1.00E+00,Gm1715
1.59E-01,0.3563927641,0.239,0.202,1.00E+00,Rab11fip4
1.59E-01,0.9828603177,0.071,0.05,1.00E+00,Lrmda
1.59E-01,0.4175650395,0.078,0.054,1.00E+00,Gm15155
1.59E-01,-1.153706649,0.016,0.03,1.00E+00,Fign
1.59E-01,-0.265845601,0.326,0.372,1.00E+00,Lonp2
1.59E-01,-0.1204443124,0.376,0.441,1.00E+00,Bmpr2
1.60E-01,-0.2104317183,0.076,0.104,1.00E+00,Lmo4
1.60E-01,-1.167386179,0.011,0.024,1.00E+00,B230317F23Rik
1.60E-01,-0.386637613,0.085,0.115,1.00E+00,Eif2d
1.60E-01,-0.3087360632,0.11,0.141,1.00E+00,Mkrn1
1.60E-01,-0.2595721296,0.284,0.333,1.00E+00,Larp4b
1.60E-01,-0.8286041886,0.016,0.03,1.00E+00,Fkbp14
1.60E-01,-0.7064793341,0.016,0.03,1.00E+00,BC030867
1.60E-01,0.4019363187,0.138,0.109,1.00E+00,Wscd2
1.60E-01,0.8539839665,0.023,0.011,1.00E+00,Ints5
1.60E-01,0.6542929875,0.099,0.074,1.00E+00,Lzts3
1.60E-01,-0.5906881759,0.067,0.091,1.00E+00,Mcmdc2
1.60E-01,-0.946722722,0.011,0.024,1.00E+00,Nsun4
1.60E-01,-0.4449697183,0.083,0.111,1.00E+00,Josd2
1.60E-01,-0.7013315122,0.016,0.03,1.00E+00,Mettl14
1.60E-01,-0.6120879848,0.016,0.03,1.00E+00,Gm48992
1.60E-01,-0.6335282255,0.016,0.03,1.00E+00,Ttc33
1.60E-01,-0.1123348737,0.477,0.546,1.00E+00,Syt11
1.60E-01,-0.1486176789,0.179,0.226,1.00E+00,Rundc3a
1.60E-01,0.4500934869,0.149,0.12,1.00E+00,Tmem169
1.60E-01,-0.9033800929,0.011,0.024,1.00E+00,Acss2os
1.60E-01,-0.1785668182,0.048,0.072,1.00E+00,Chrm1
1.60E-01,0.6607642479,0.069,0.048,1.00E+00,Amer2
1.61E-01,-0.1235880675,0.188,0.237,1.00E+00,Pebp1
1.61E-01,-1.10711099,0.011,0.024,1.00E+00,Klf10
1.61E-01,-0.2345939677,0.202,0.248,1.00E+00,Rbm10
